canonical_smiles,scaffold,class_bin,pIC50_true,pred_pIC50
COCC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)C([NH2+]CCCCc1ccc3c(c1)OCO3)CC1(CCC1)O2,1,8.2676058,7.573868751525879
COCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,1,8.3872166,7.573652267456055
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CCOCC4)cc13)N(CC)S(=O)(=O)CC2,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,1,8.3010302,7.562446594238281
CC(C)CCCC(C)[NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NCCc1ccccc1)c1cccc(Nc2ccccc2)c1,1,7.4948502,7.5604753494262695
CC(=O)NC(Cc1ccc(Cl)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,1,8.0809221,7.559142112731934
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(CC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ncccc12,1,8.0655012,7.555366516113281
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3ccccn3)C[NH2+]2)C1=O,O=C(NC(Cc1ccccc1)CC1CC(OCc2ccccn2)C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,1,8.8239088,7.553057670593262
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cc(Nc2ccccc2)cc(N2CCCC2=O)c1,1,8.2218485,7.552769184112549
C/C=C\C=C\C[C@H]1CC[NH2+][C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)cc(C(=O)N(CCC)CCC)c2)C1,O=C(NC(Cc1ccccc1)CC1CCCC[NH2+]1)c1ccccc1,1,7.8538718,7.552603244781494
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)C(F)F)c2)CC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CC2)cc1,0,6.6382723,7.551511287689209
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(F)ccc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,1,7.8860564,7.550570964813232
CCCOc1cccc2c1C[NH2+]C(C(O)C(Cc1cc(F)cc(F)c1)NC(=O)C(CCc1ccccc1)N1CCC(NC(C)=O)(C(C)CC)C1=O)C2,O=C(NC(Cc1ccccc1)CC1Cc2ccccc2C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,1,7.7695513,7.5485100746154785
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ncccc12,1,7.4814858,7.545350074768066
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3cccc(OC)c3C[NH2+]2)C1=O,O=C(NC(Cc1ccccc1)CC1Cc2ccccc2C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,0,6.8538718,7.5388946533203125
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3cccc(OC)c3C[NH2+]2)C1=O,O=C(NC(Cc1ccccc1)CC1Cc2ccccc2C[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,1,8.3767509,7.5388946533203125
NC1=NC(c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCC(F)(F)CN12,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,1,7.52,7.537700653076172
CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cncc(C#N)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CC[NH2+]Cc1cccnc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,1,7.3979402,7.5372724533081055
COc1ccc(C2(c3ccc(F)c(-c4cccnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1C,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,1,7.4299998,7.525544166564941
CCCCOC(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,0,5.9586072,7.524251461029053
Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NC3CCCCC3)cc2c1,O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NC1CCCCC1,1,7.1307683,7.520493984222412
CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc13)N(C(C)C)S(=O)(=O)CC2,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,1,7.6382723,7.520275115966797
CNC(=O)Oc1ccc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)cc1Br,O=S1(=O)CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,1,7.221849,7.517529487609863
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2cscc2-c2cn[nH]c2)C(=O)[O-])=[NH+]1,c1ccc2c(c1)CC[NH+]=C2NCCc1cscc1-c1cn[nH]c1,0,6.3467875,7.508331298828125
CCOCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,1,8.2441254,7.5076494216918945
COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,1,7.124939,7.500781059265137
COc1ccc(N(c2cccc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]C(C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)cc1,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,1,7.9586072,7.498260498046875
CC(=O)NC(Cc1ccc2c(c1)OCCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)C([NH2+]CCCCc1ccc3c(c1)OCCO3)CC1(CCC1)O2,1,7.642065,7.4964399337768555
CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,O=C1NC=NC12CCCc1ccc(-c3cccnc3)cc12,1,7.5228786,7.496049880981445
CCOC[C@H]1CCCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,1,7.5850267,7.495211601257324
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(C(C)[NH3+])c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,0,6.9100947,7.495120048522949
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C)cc(C(C)(C)C)c2)CCCCC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CCCCC2)cc1,0,6.7447276,7.493551254272461
CCCN(CCC)C(=O)c1cc(CC(C)O)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,1,7.7958798,7.488646507263184
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\OC)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,1,9.0,7.486876487731934
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)CF)c2)CC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CC2)cc1,0,6.5376019,7.486117362976074
COCC(=O)NC(Cc1cccc(-c2nc(C)cs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,1,8.2441254,7.485459327697754
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(I)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,1,8.3010302,7.484504222869873
CCCN(CC1CC1)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)NCC2CC2)c2ncccc12,0,6.6777806,7.480139255523682
CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O,,1,7.2757239,7.480003356933594
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(Nc2nccs2)CC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CCC(Nc3nccs3)CC2)cc1,1,7.070581,7.474243640899658
CC(C)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,1,8.3010302,7.47067403793335
COc1cc(F)cc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,O=C1NC=NC12CCOc1ccc(-c3ccccc3)cc12,1,7.2146702,7.469587326049805
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-c3ccsc3)c2)CCCCC1,c1ccc(CCCC[NH2+]C2(c3cccc(-c4ccsc4)c3)CCCCC2)cc1,1,7.3565474,7.468496799468994
CO/N=C(\C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1ccccc1,1,7.221849,7.463708400726318
CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)C)cc21,c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,1,8.3010302,7.45973539352417
COCC(=O)NC(Cc1cc(-c2nccs2)ccc1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,1,8.0222759,7.458939075469971
CC(C)C(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)C([NH2+]CCCCc1ccc3c(c1)OCO3)CC1(CCC1)O2,0,6.8416376,7.458305358886719
COC[C@H]1CCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCC2)c2ncccc12,1,8.0,7.455318450927734
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(=O)NC1,O=C1CCC([NH2+]CCCCc2ccccc2)(c2ccccc2)CN1,1,7.3279023,7.455190658569336
COCC(=O)NC(Cc1cccc(-c2nccs2)c1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc(-c2nccs2)c1,1,7.1487417,7.453576564788818
CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)C1=O,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)C(CCc1ccccc1)N1CCCC1=O,1,8.3010302,7.452977180480957
COc1ccccc1N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C(C)C(=O)NC2CCCCC2)c1)S(C)(=O)=O,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,0,6.8996296,7.452557563781738
CCOc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,1,8.5228786,7.451343059539795
COC[C@H]1CCCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,1,7.5228786,7.451138496398926
O=C(NC(Cc1ccccc1)C(O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cccc(N2c3ccccc3OS2(=O)=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(N2c3ccccc3OS2(=O)=O)c1,0,6.0409584,7.448415756225586
COC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CCCCC2)cc1,0,6.6197886,7.443444728851318
CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(Cl)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,1,8.0,7.441318511962891
CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2,O=C(NC(CC[NH2+]C1CC2(CCC2)Oc2ncccc21)Cc1ccc2c(c1)OCO2)c1cccnc1,1,7.5833597,7.439456939697266
CN1CC(N)=[NH+][C@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,O=C(Nc1cccc(C2[NH+]=CCNC2=O)c1)c1ccccn1,0,6.4894552,7.436277389526367
CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)CNC1=O,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,0,6.4584208,7.432625770568848
CC(=O)Nc1c(Cl)cc(CNC(=[NH2+])NC(=O)Cn2ccc3ccc(CN(C)S(C)(=O)=O)cc32)cc1Cl,[NH2+]=C(NCc1ccccc1)NC(=O)Cn1ccc2ccccc21,0,6.0757208,7.4239702224731445
CCOC[C@H]1CCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCC2)c2ncccc12,1,7.9208188,7.423158645629883
CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCCCC4)cc13)N(C)S(=O)(=O)CC2,O=C(NC(CC[NH2+]C1CCCCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,1,8.0457573,7.423094272613525
CS(=O)(=O)N(c1cccnc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Nc2cccnc2)c1,1,7.6020598,7.421466827392578
CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CC2)c1,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,0,6.3565474,7.420859336853027
C#Cc1ccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,1,7.3279023,7.419963359832764
CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,O=S1CC(Cc2ccccc2)CC([NH2+]Cc2ccccc2)C1,1,8.6989698,7.416948318481445
CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C#N)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,0,6.7212462,7.416698455810547
COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]C(C)(C)c1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,O=C1NC(CC[NH2+]Cc2ccccc2)Cc2cccc(c2)OCCCCNc2cccc1c2,1,7.3010302,7.409408092498779
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccc(Br)c(C(C)(C)C)c2)CCCCC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CCCCC2)cc1,0,5.1611509,7.406264781951904
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)C(CCc1ccccc1)N1CCCC1=O,1,8.2146702,7.403674125671387
Cc1c(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cccc1N(c1ccccc1)S(C)(=O)=O,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,1,7.5850267,7.402650356292725
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=[NH+]1,O=C(Nc1cccc(C2CC3CC3C=[NH+]2)c1)c1ccccn1,1,7.0177288,7.402478218078613
CCN1CC[NH+]2CCS(=O)(=O)N(C)C3C=C(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)C=C1C32,O=C(NC(CC[NH2+]C1CC1)Cc1ccccc1)C1=CC2NS(=O)(=O)CC[NH+]3CCNC(=C1)C23,0,6.2596374,7.40029764175415
COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]Cc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,O=C1NC(CC[NH2+]Cc2ccccc2)Cc2cccc(c2)OCCCCNc2cccc1c2,1,7.221849,7.39882230758667
C#Cc1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,1,8.4685211,7.396284103393555
CNC(=O)c1cc(C(=O)NC(COCc2cc(F)cc(F)c2)C(O)CC(C)C(=O)NC(C(=O)NCc2ccccc2)C(C)C)cc(N(C)S(C)(=O)=O)c1,O=C(CCCC(COCc1ccccc1)NC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,0,5.8996296,7.396199703216553
CCCCN(CCCC)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,1,7.3467875,7.391574859619141
CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Oc2ccccc2)c1,1,8.0,7.38882303237915
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]C2(c3cccc(CC)c3)CC2)c2cccnc21,O=C(NC(CC[NH2+]C1(c2ccccc2)CC1)Cc1ccccc1)c1c[nH]c2ncccc12,1,7.0915151,7.382784843444824
CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C/C[C@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NC(CC[NH2+]Cc2ccccc2)COCC=CCC(c2ccccc2)NC(=O)c2cccc1c2,1,8.4948502,7.379300117492676
CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H]2COC/C=C/C[C@@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,O=C1NC(CC[NH2+]Cc2ccccc2)COCC=CCC(c2ccccc2)NC(=O)c2cccc1c2,0,6.3979402,7.379300117492676
CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N2)c1,O=C1CCCCCCCCCCC(CC[NH2+]Cc2ccccc2)NC(=O)CN1,1,7.5686364,7.377171516418457
CS(=O)(=O)N(c1ccccc1)c1cncc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cncc(Nc2ccccc2)c1,1,7.6777806,7.375612735748291
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,1,7.5686364,7.374011993408203
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(I)cc(C(C)(C)C)c2)CCCCC1,c1ccc(CCCC[NH2+]C2(c3ccccc3)CCCCC2)cc1,0,6.6516953,7.373547077178955
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(C[NH2+]CCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,1,8.5228786,7.371584415435791
CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(C(C)C)C2=O)C1,O=C(NC(Cc1ccccc1)CC1CCC[NH2+]1)C(CCc1ccccc1)N1CCCC1=O,1,7.6777806,7.366657257080078
COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cccc(C=NOCc2ccccc2)c1,1,8.0457573,7.365835189819336
CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,O=C1NC=NC12CCCc1ccc(-c3ccccc3)cc12,1,7.6197886,7.365736961364746
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCN(C(=O)OCc2ccccc2)C1,O=C(OCc1ccccc1)N1CCCC([NH2+]CCCCc2ccccc2)(c2ccccc2)C1,0,6.0655017,7.364577770233154
CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCCCC4)cc13)N(C)S(=O)(=O)C2,O=C(NC(CC[NH2+]C1CCCCC1)Cc1ccccc1)c1cc2c3c(ccn3CS(=O)(=O)N2)c1,1,7.221849,7.363184928894043
CC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)C([NH2+]CCCCc1ccc3c(c1)OCO3)CC1(CCC1)O2,1,8.0969105,7.360950469970703
CC(CC(O)C(COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccc(F)cc1)C(C)C,O=C(CCCC(COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,0,5.4436975,7.3606157302856445
CC#Cc1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCC[NH2+]C2CC3(CCC3)Oc3ncccc32)cc1,1,7.8239088,7.3588786125183105
CCCc1cscc1C[C@H](NC1=[NH+]C(C)(C)Cc2cc(Cl)ccc21)C(=O)[O-],c1ccc2c(c1)CC[NH+]=C2NCCc1ccsc1,0,6.2146702,7.354369163513184
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C(C)(C)c1cccc(C(C)(C)C)c1,c1ccc(CCCC[NH2+]Cc2ccccc2)cc1,0,6.6989698,7.353978157043457
CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCCCC2)c1,O=C(NC(CC[NH2+]C1CCCCC1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,0,6.6143937,7.353753089904785
CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)(O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(c[nH]c3c1)CCS(=O)(=O)N2,1,7.8860564,7.3515777587890625
